2023-10-12 20:48:38,145 INFO    StreamThr :30354 [internal.py:wandb_internal():86] W&B internal server running at pid: 30354, started at: 2023-10-12 20:48:38.145028
2023-10-12 20:48:39,567 INFO    SenderThread:30354 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-10-12 20:48:39,567 INFO    SenderThread:30354 [sender.py:send_exit():593] send defer
2023-10-12 20:48:39,567 DEBUG   HandlerThread:30354 [handler.py:handle_request():146] handle_request: defer
2023-10-12 20:48:39,567 INFO    HandlerThread:30354 [handler.py:handle_request_defer():172] handle defer: 0
2023-10-12 20:48:39,567 DEBUG   SenderThread:30354 [sender.py:send_request():407] send_request: defer
2023-10-12 20:48:39,567 INFO    SenderThread:30354 [sender.py:send_request_defer():609] handle sender defer: 0
2023-10-12 20:48:39,567 INFO    SenderThread:30354 [sender.py:transition_state():613] send defer: 1
2023-10-12 20:48:39,567 DEBUG   HandlerThread:30354 [handler.py:handle_request():146] handle_request: defer
2023-10-12 20:48:39,567 INFO    HandlerThread:30354 [handler.py:handle_request_defer():172] handle defer: 1
2023-10-12 20:48:39,567 DEBUG   SenderThread:30354 [sender.py:send_request():407] send_request: defer
2023-10-12 20:48:39,568 INFO    SenderThread:30354 [sender.py:send_request_defer():609] handle sender defer: 1
2023-10-12 20:48:39,568 INFO    SenderThread:30354 [sender.py:transition_state():613] send defer: 2
2023-10-12 20:48:39,568 DEBUG   HandlerThread:30354 [handler.py:handle_request():146] handle_request: defer
2023-10-12 20:48:39,568 INFO    HandlerThread:30354 [handler.py:handle_request_defer():172] handle defer: 2
2023-10-12 20:48:39,568 INFO    HandlerThread:30354 [system_monitor.py:finish():203] Stopping system monitor
2023-10-12 20:48:39,568 INFO    HandlerThread:30354 [interfaces.py:finish():202] Joined cpu monitor
2023-10-12 20:48:39,568 DEBUG   SystemMonitor:30354 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2023-10-12 20:48:39,568 DEBUG   SystemMonitor:30354 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2023-10-12 20:48:39,568 INFO    HandlerThread:30354 [interfaces.py:finish():202] Joined disk monitor
2023-10-12 20:48:39,568 DEBUG   SystemMonitor:30354 [system_monitor.py:_start():183] Publishing last batch of metrics
2023-10-12 20:48:39,569 INFO    HandlerThread:30354 [interfaces.py:finish():202] Joined memory monitor
2023-10-12 20:48:39,569 INFO    HandlerThread:30354 [interfaces.py:finish():202] Joined network monitor
2023-10-12 20:48:39,569 DEBUG   SenderThread:30354 [sender.py:send_request():407] send_request: defer
2023-10-12 20:48:39,569 INFO    SenderThread:30354 [sender.py:send_request_defer():609] handle sender defer: 2
2023-10-12 20:48:39,569 INFO    SenderThread:30354 [sender.py:transition_state():613] send defer: 3
2023-10-12 20:48:39,570 DEBUG   SenderThread:30354 [sender.py:send():380] send: stats
2023-10-12 20:48:39,570 DEBUG   HandlerThread:30354 [handler.py:handle_request():146] handle_request: defer
2023-10-12 20:48:39,570 INFO    HandlerThread:30354 [handler.py:handle_request_defer():172] handle defer: 3
2023-10-12 20:48:39,570 DEBUG   SenderThread:30354 [sender.py:send_request():407] send_request: defer
2023-10-12 20:48:39,570 INFO    SenderThread:30354 [sender.py:send_request_defer():609] handle sender defer: 3
2023-10-12 20:48:39,570 INFO    SenderThread:30354 [sender.py:transition_state():613] send defer: 4
2023-10-12 20:48:39,570 DEBUG   HandlerThread:30354 [handler.py:handle_request():146] handle_request: defer
2023-10-12 20:48:39,570 INFO    HandlerThread:30354 [handler.py:handle_request_defer():172] handle defer: 4
2023-10-12 20:48:39,570 DEBUG   SenderThread:30354 [sender.py:send_request():407] send_request: defer
2023-10-12 20:48:39,570 INFO    SenderThread:30354 [sender.py:send_request_defer():609] handle sender defer: 4
2023-10-12 20:48:39,570 INFO    SenderThread:30354 [sender.py:transition_state():613] send defer: 5
2023-10-12 20:48:39,570 DEBUG   HandlerThread:30354 [handler.py:handle_request():146] handle_request: defer
2023-10-12 20:48:39,570 INFO    HandlerThread:30354 [handler.py:handle_request_defer():172] handle defer: 5
2023-10-12 20:48:39,571 DEBUG   SenderThread:30354 [sender.py:send():380] send: summary
2023-10-12 20:48:39,571 INFO    SenderThread:30354 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-10-12 20:48:39,572 DEBUG   SenderThread:30354 [sender.py:send_request():407] send_request: defer
2023-10-12 20:48:39,572 INFO    SenderThread:30354 [sender.py:send_request_defer():609] handle sender defer: 5
2023-10-12 20:48:39,572 INFO    SenderThread:30354 [sender.py:transition_state():613] send defer: 6
2023-10-12 20:48:39,572 DEBUG   HandlerThread:30354 [handler.py:handle_request():146] handle_request: defer
2023-10-12 20:48:39,572 INFO    HandlerThread:30354 [handler.py:handle_request_defer():172] handle defer: 6
2023-10-12 20:48:39,572 DEBUG   SenderThread:30354 [sender.py:send_request():407] send_request: defer
2023-10-12 20:48:39,572 INFO    SenderThread:30354 [sender.py:send_request_defer():609] handle sender defer: 6
2023-10-12 20:48:39,574 DEBUG   HandlerThread:30354 [handler.py:handle_request():146] handle_request: status_report
2023-10-12 20:48:39,633 INFO    Thread-12 :30354 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/sankaran/Projects/nih-cognitive-load/wandb/run-20231012_204838-zzjzdohn/files/output.log
2023-10-12 20:48:39,633 INFO    Thread-12 :30354 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/sankaran/Projects/nih-cognitive-load/wandb/run-20231012_204838-zzjzdohn/files/requirements.txt
2023-10-12 20:48:39,633 INFO    Thread-12 :30354 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/sankaran/Projects/nih-cognitive-load/wandb/run-20231012_204838-zzjzdohn/files/conda-environment.yaml
2023-10-12 20:48:39,633 INFO    Thread-12 :30354 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/sankaran/Projects/nih-cognitive-load/wandb/run-20231012_204838-zzjzdohn/files/wandb-summary.json
2023-10-12 20:48:39,634 INFO    Thread-12 :30354 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/sankaran/Projects/nih-cognitive-load/wandb/run-20231012_204838-zzjzdohn/files/wandb-metadata.json
2023-10-12 20:48:39,688 INFO    wandb-upload_0:30354 [upload_job.py:push():131] Uploaded file /var/folders/t1/q8t1pdps6q18pqkczqpv0p2r0000gn/T/tmp4y37fejewandb/3ayunwvf-wandb-metadata.json
2023-10-12 20:48:39,773 INFO    SenderThread:30354 [sender.py:transition_state():613] send defer: 7
2023-10-12 20:48:39,774 DEBUG   HandlerThread:30354 [handler.py:handle_request():146] handle_request: defer
2023-10-12 20:48:39,774 INFO    HandlerThread:30354 [handler.py:handle_request_defer():172] handle defer: 7
2023-10-12 20:48:39,774 DEBUG   SenderThread:30354 [sender.py:send_request():407] send_request: defer
2023-10-12 20:48:39,774 INFO    SenderThread:30354 [sender.py:send_request_defer():609] handle sender defer: 7
2023-10-12 20:48:40,292 DEBUG   HandlerThread:30354 [handler.py:handle_request():146] handle_request: poll_exit
2023-10-12 20:48:40,636 INFO    Thread-12 :30354 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/sankaran/Projects/nih-cognitive-load/wandb/run-20231012_204838-zzjzdohn/files/config.yaml
2023-10-12 20:48:41,573 INFO    SenderThread:30354 [sender.py:transition_state():613] send defer: 8
2023-10-12 20:48:41,574 DEBUG   SenderThread:30354 [sender.py:send_request():407] send_request: poll_exit
2023-10-12 20:48:41,574 DEBUG   HandlerThread:30354 [handler.py:handle_request():146] handle_request: defer
2023-10-12 20:48:41,574 INFO    HandlerThread:30354 [handler.py:handle_request_defer():172] handle defer: 8
2023-10-12 20:48:41,575 DEBUG   SenderThread:30354 [sender.py:send_request():407] send_request: defer
2023-10-12 20:48:41,575 INFO    SenderThread:30354 [sender.py:send_request_defer():609] handle sender defer: 8
2023-10-12 20:48:41,575 INFO    SenderThread:30354 [job_builder.py:build():281] Attempting to build job artifact
2023-10-12 20:48:41,575 INFO    SenderThread:30354 [job_builder.py:_get_source_type():393] is repo sourced job
2023-10-12 20:48:41,577 INFO    SenderThread:30354 [job_builder.py:build():369] adding wandb-job metadata file
2023-10-12 20:48:41,579 INFO    SenderThread:30354 [sender.py:transition_state():613] send defer: 9
2023-10-12 20:48:41,579 DEBUG   HandlerThread:30354 [handler.py:handle_request():146] handle_request: defer
2023-10-12 20:48:41,579 INFO    HandlerThread:30354 [handler.py:handle_request_defer():172] handle defer: 9
2023-10-12 20:48:41,579 DEBUG   SenderThread:30354 [sender.py:send():380] send: artifact
2023-10-12 20:48:41,638 INFO    Thread-12 :30354 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/sankaran/Projects/nih-cognitive-load/wandb/run-20231012_204838-zzjzdohn/files/output.log
2023-10-12 20:48:42,324 INFO    SenderThread:30354 [sender.py:send_artifact():1456] sent artifact job-https___github.com_sankaranv_nih-cognitive-load_models_linear_nn.py - {'id': 'QXJ0aWZhY3Q6NjAzMjUwMDU4', 'state': 'COMMITTED', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjEwNjM3MzM0OQ==', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6NjAzMjUwMDU4', 'versionIndex': 0}}}
2023-10-12 20:48:42,324 DEBUG   SenderThread:30354 [sender.py:send_request():407] send_request: defer
2023-10-12 20:48:42,324 INFO    SenderThread:30354 [sender.py:send_request_defer():609] handle sender defer: 9
2023-10-12 20:48:42,324 INFO    SenderThread:30354 [dir_watcher.py:finish():358] shutting down directory watcher
2023-10-12 20:48:42,644 INFO    SenderThread:30354 [dir_watcher.py:finish():388] scan: /Users/sankaran/Projects/nih-cognitive-load/wandb/run-20231012_204838-zzjzdohn/files
2023-10-12 20:48:42,644 INFO    SenderThread:30354 [dir_watcher.py:finish():402] scan save: /Users/sankaran/Projects/nih-cognitive-load/wandb/run-20231012_204838-zzjzdohn/files/requirements.txt requirements.txt
2023-10-12 20:48:42,644 INFO    SenderThread:30354 [dir_watcher.py:finish():402] scan save: /Users/sankaran/Projects/nih-cognitive-load/wandb/run-20231012_204838-zzjzdohn/files/output.log output.log
2023-10-12 20:48:42,645 INFO    SenderThread:30354 [dir_watcher.py:finish():402] scan save: /Users/sankaran/Projects/nih-cognitive-load/wandb/run-20231012_204838-zzjzdohn/files/config.yaml config.yaml
2023-10-12 20:48:42,648 INFO    SenderThread:30354 [dir_watcher.py:finish():402] scan save: /Users/sankaran/Projects/nih-cognitive-load/wandb/run-20231012_204838-zzjzdohn/files/wandb-summary.json wandb-summary.json
2023-10-12 20:48:42,650 INFO    SenderThread:30354 [dir_watcher.py:finish():402] scan save: /Users/sankaran/Projects/nih-cognitive-load/wandb/run-20231012_204838-zzjzdohn/files/conda-environment.yaml conda-environment.yaml
2023-10-12 20:48:42,652 INFO    SenderThread:30354 [dir_watcher.py:finish():402] scan save: /Users/sankaran/Projects/nih-cognitive-load/wandb/run-20231012_204838-zzjzdohn/files/wandb-metadata.json wandb-metadata.json
2023-10-12 20:48:42,652 INFO    SenderThread:30354 [sender.py:transition_state():613] send defer: 10
2023-10-12 20:48:42,652 DEBUG   HandlerThread:30354 [handler.py:handle_request():146] handle_request: defer
2023-10-12 20:48:42,652 INFO    HandlerThread:30354 [handler.py:handle_request_defer():172] handle defer: 10
2023-10-12 20:48:42,653 DEBUG   SenderThread:30354 [sender.py:send_request():407] send_request: defer
2023-10-12 20:48:42,653 INFO    SenderThread:30354 [sender.py:send_request_defer():609] handle sender defer: 10
2023-10-12 20:48:42,653 INFO    SenderThread:30354 [file_pusher.py:finish():175] shutting down file pusher
2023-10-12 20:48:42,893 INFO    wandb-upload_1:30354 [upload_job.py:push():131] Uploaded file /Users/sankaran/Projects/nih-cognitive-load/wandb/run-20231012_204838-zzjzdohn/files/output.log
2023-10-12 20:48:43,023 INFO    wandb-upload_0:30354 [upload_job.py:push():131] Uploaded file /Users/sankaran/Projects/nih-cognitive-load/wandb/run-20231012_204838-zzjzdohn/files/requirements.txt
2023-10-12 20:48:43,142 INFO    wandb-upload_2:30354 [upload_job.py:push():131] Uploaded file /Users/sankaran/Projects/nih-cognitive-load/wandb/run-20231012_204838-zzjzdohn/files/config.yaml
2023-10-12 20:48:43,183 INFO    wandb-upload_3:30354 [upload_job.py:push():131] Uploaded file /Users/sankaran/Projects/nih-cognitive-load/wandb/run-20231012_204838-zzjzdohn/files/wandb-summary.json
2023-10-12 20:48:43,384 INFO    Thread-11 (_thread_body):30354 [sender.py:transition_state():613] send defer: 11
2023-10-12 20:48:43,384 DEBUG   HandlerThread:30354 [handler.py:handle_request():146] handle_request: defer
2023-10-12 20:48:43,384 INFO    HandlerThread:30354 [handler.py:handle_request_defer():172] handle defer: 11
2023-10-12 20:48:43,385 DEBUG   SenderThread:30354 [sender.py:send_request():407] send_request: defer
2023-10-12 20:48:43,385 INFO    SenderThread:30354 [sender.py:send_request_defer():609] handle sender defer: 11
2023-10-12 20:48:43,385 INFO    SenderThread:30354 [file_pusher.py:join():181] waiting for file pusher
2023-10-12 20:48:43,385 INFO    SenderThread:30354 [sender.py:transition_state():613] send defer: 12
2023-10-12 20:48:43,385 DEBUG   HandlerThread:30354 [handler.py:handle_request():146] handle_request: defer
2023-10-12 20:48:43,385 INFO    HandlerThread:30354 [handler.py:handle_request_defer():172] handle defer: 12
2023-10-12 20:48:43,385 DEBUG   SenderThread:30354 [sender.py:send_request():407] send_request: defer
2023-10-12 20:48:43,385 INFO    SenderThread:30354 [sender.py:send_request_defer():609] handle sender defer: 12
2023-10-12 20:48:43,385 INFO    SenderThread:30354 [file_stream.py:finish():595] file stream finish called
2023-10-12 20:48:43,536 INFO    SenderThread:30354 [file_stream.py:finish():599] file stream finish is done
2023-10-12 20:48:43,536 INFO    SenderThread:30354 [sender.py:transition_state():613] send defer: 13
2023-10-12 20:48:43,537 DEBUG   HandlerThread:30354 [handler.py:handle_request():146] handle_request: defer
2023-10-12 20:48:43,537 INFO    HandlerThread:30354 [handler.py:handle_request_defer():172] handle defer: 13
2023-10-12 20:48:43,537 DEBUG   SenderThread:30354 [sender.py:send_request():407] send_request: defer
2023-10-12 20:48:43,537 INFO    SenderThread:30354 [sender.py:send_request_defer():609] handle sender defer: 13
2023-10-12 20:48:43,537 INFO    SenderThread:30354 [sender.py:transition_state():613] send defer: 14
2023-10-12 20:48:43,537 DEBUG   HandlerThread:30354 [handler.py:handle_request():146] handle_request: defer
2023-10-12 20:48:43,537 INFO    HandlerThread:30354 [handler.py:handle_request_defer():172] handle defer: 14
2023-10-12 20:48:43,537 DEBUG   SenderThread:30354 [sender.py:send():380] send: final
2023-10-12 20:48:43,537 DEBUG   SenderThread:30354 [sender.py:send():380] send: footer
2023-10-12 20:48:43,537 DEBUG   SenderThread:30354 [sender.py:send_request():407] send_request: defer
2023-10-12 20:48:43,537 INFO    SenderThread:30354 [sender.py:send_request_defer():609] handle sender defer: 14
2023-10-12 20:48:43,538 DEBUG   HandlerThread:30354 [handler.py:handle_request():146] handle_request: poll_exit
2023-10-12 20:48:43,538 DEBUG   SenderThread:30354 [sender.py:send_request():407] send_request: poll_exit
2023-10-12 20:48:43,538 DEBUG   HandlerThread:30354 [handler.py:handle_request():146] handle_request: server_info
2023-10-12 20:48:43,539 DEBUG   HandlerThread:30354 [handler.py:handle_request():146] handle_request: get_summary
2023-10-12 20:48:43,539 DEBUG   SenderThread:30354 [sender.py:send_request():407] send_request: server_info
2023-10-12 20:48:43,540 DEBUG   HandlerThread:30354 [handler.py:handle_request():146] handle_request: sampled_history
2023-10-12 20:48:43,540 DEBUG   HandlerThread:30354 [handler.py:handle_request():146] handle_request: internal_messages
2023-10-12 20:48:43,541 DEBUG   HandlerThread:30354 [handler.py:handle_request():146] handle_request: job_info
2023-10-12 20:48:43,616 DEBUG   SenderThread:30354 [sender.py:send_request():407] send_request: job_info
2023-10-12 20:48:43,616 INFO    MainThread:30354 [wandb_run.py:_footer_history_summary_info():3599] rendering history
2023-10-12 20:48:43,616 INFO    MainThread:30354 [wandb_run.py:_footer_history_summary_info():3631] rendering summary
2023-10-12 20:48:43,617 INFO    MainThread:30354 [wandb_run.py:_footer_sync_info():3558] logging synced files
2023-10-12 20:48:43,617 DEBUG   HandlerThread:30354 [handler.py:handle_request():146] handle_request: shutdown
2023-10-12 20:48:43,617 INFO    HandlerThread:30354 [handler.py:finish():866] shutting down handler
2023-10-12 20:48:44,543 INFO    WriterThread:30354 [datastore.py:close():294] close: /Users/sankaran/Projects/nih-cognitive-load/wandb/run-20231012_204838-zzjzdohn/run-zzjzdohn.wandb
2023-10-12 20:48:44,621 INFO    SenderThread:30354 [sender.py:finish():1534] shutting down sender
2023-10-12 20:48:44,621 INFO    SenderThread:30354 [file_pusher.py:finish():175] shutting down file pusher
2023-10-12 20:48:44,621 INFO    SenderThread:30354 [file_pusher.py:join():181] waiting for file pusher
